,NOSE_x,NOSE_y,LEFT_SHOULDER_x,LEFT_SHOULDER_y,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,LEFT_ELBOW_x,LEFT_ELBOW_y,RIGHT_ELBOW_x,RIGHT_ELBOW_y,LEFT_WRIST_x,LEFT_WRIST_y,RIGHT_WRIST_x,RIGHT_WRIST_y,LEFT_INDEX_x,LEFT_INDEX_y,RIGHT_INDEX_x,RIGHT_INDEX_y,LEFT_HIP_x,LEFT_HIP_y,RIGHT_HIP_x,RIGHT_HIP_y,LEFT_KNEE_x,LEFT_KNEE_y,RIGHT_KNEE_x,RIGHT_KNEE_y,LEFT_ANKLE_x,LEFT_ANKLE_y,RIGHT_ANKLE_x,RIGHT_ANKLE_y,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,CENTER_HIP_x,CENTER_HIP_y,CENTER_SHOULDER_x,CENTER_SHOULDER_y,Angle_upper_arms,Angle_elbow_L,Angle_elbow_R,Angle_thighs,Angle_knee_L,Angle_knee_R,Angle_shoulder_L,Angle_shoulder_R,Angle_hip_L,Angle_hip_R,width,height,pose_num
195,352.53,115.37,336.85,141.09,297.72,127.21,378.86,119.33,241.53,118.55,418.96,91.23,191.80,105.16,431.95,83.33,178.38,98.21,257.02,221.41,249.83,199.69,251.96,302.54,170.14,180.63,262.29,378.07,181.62,99.77,297.18,392.53,169.38,63.18,253.42,210.55,317.29,134.15,143.85,7.63,6.31,99.88,11.36,84.63,157.28,58.87,36.32,63.56,612,408,3
196,386.24,159.56,371.48,180.33,333.77,158.38,408.11,186.28,295.47,151.24,444.22,183.00,258.32,140.03,456.48,179.39,249.17,131.53,300.36,219.90,284.70,201.48,304.18,268.43,225.19,197.27,298.38,318.85,248.12,143.49,320.97,329.22,249.96,117.90,292.53,210.69,352.62,169.36,178.66,14.41,6.22,98.55,11.07,109.05,136.26,45.08,59.98,38.57,612,408,3
197,167.88,138.26,227.09,144.25,188.02,170.80,278.24,122.28,139.10,171.68,318.94,98.86,95.45,155.66,330.35,95.87,85.22,149.51,296.69,190.17,289.68,212.24,345.49,131.54,283.22,283.32,319.27,76.40,273.41,353.45,311.57,41.26,240.49,367.26,293.18,201.21,207.56,157.52,157.79,6.65,21.20,145.43,65.20,2.77,50.28,151.93,77.26,68.17,612,408,3
198,162.33,197.89,263.68,201.47,200.77,231.73,322.43,149.00,130.12,207.48,377.81,105.28,66.89,162.77,390.80,91.71,52.21,143.83,364.10,277.46,358.07,319.02,433.15,180.36,369.30,438.07,381.64,99.08,355.21,560.88,365.35,49.10,291.27,584.92,361.09,298.24,232.23,216.60,119.29,3.47,16.32,139.20,67.78,11.93,74.12,166.58,86.94,52.26,489,612,3
199,352.82,77.56,354.51,113.79,289.05,97.63,415.22,102.13,234.22,77.06,466.79,86.53,185.25,58.78,482.03,76.80,180.88,45.41,266.00,206.32,247.67,178.29,272.38,292.26,163.47,146.21,277.08,370.15,181.21,65.97,296.09,390.61,186.97,28.17,256.83,192.31,321.78,105.71,148.57,5.97,0.09,115.10,0.80,81.61,137.74,73.69,41.12,73.98,612,407,3
200,419.33,139.30,396.85,162.86,349.57,139.92,447.61,143.34,297.28,119.20,494.07,115.50,243.77,99.01,507.16,103.71,227.82,90.77,280.95,235.26,267.13,207.70,269.17,308.88,186.27,183.64,288.27,382.14,229.80,100.93,320.91,394.37,226.93,58.73,274.04,221.48,373.21,151.39,137.35,9.91,0.95,97.48,23.71,101.19,165.78,56.87,45.65,51.82,612,408,3
201,382.88,188.19,343.85,190.37,386.83,219.62,302.48,173.57,426.37,216.33,263.39,158.25,456.19,189.88,251.97,152.40,460.97,179.56,285.41,239.00,295.89,257.83,233.19,220.20,292.46,318.09,251.22,169.79,293.27,372.91,247.85,143.69,319.83,381.61,290.65,248.42,365.34,205.00,153.14,0.70,36.83,106.54,89.88,4.11,52.28,154.58,49.97,56.57,612,459,3
202,311.44,167.17,351.03,174.43,318.15,187.12,384.17,160.73,291.00,168.78,411.88,149.04,267.44,144.66,420.52,151.82,264.69,135.46,383.19,222.19,371.49,237.65,433.59,219.44,380.83,286.12,422.52,173.61,380.13,334.91,420.09,152.04,362.55,346.39,377.34,229.92,334.59,180.78,123.49,0.40,11.62,82.22,100.46,11.73,71.44,165.06,52.11,30.12,612,408,3
203,274.94,246.06,253.00,279.77,213.45,243.91,304.08,284.08,163.49,209.96,348.97,283.30,115.30,183.57,364.15,283.73,105.74,172.12,146.36,330.01,138.92,297.15,152.55,417.80,68.82,253.70,148.47,509.15,104.96,188.99,185.03,526.69,106.81,156.19,142.64,313.58,233.23,261.84,150.63,5.82,5.49,125.82,6.59,87.39,145.44,63.93,64.30,61.52,406,612,3
204,244.20,94.98,302.08,121.74,273.59,126.72,372.39,108.05,221.17,87.48,438.01,102.06,185.19,43.15,455.99,97.77,176.14,26.77,385.15,207.10,376.06,223.01,492.55,212.08,363.34,326.04,461.41,111.71,391.70,429.17,450.14,79.29,350.39,451.90,380.61,215.06,287.83,124.23,132.17,5.79,14.12,94.39,109.89,22.42,55.41,172.43,41.74,52.65,612,497,3
205,242.44,141.07,243.15,185.92,193.08,165.80,282.89,185.89,138.46,152.72,312.75,163.97,89.68,140.60,319.21,155.25,73.17,133.45,174.34,264.84,159.87,240.01,166.00,338.81,80.25,223.75,162.78,410.04,73.34,144.01,193.46,425.94,60.06,116.78,167.10,252.43,218.12,175.86,166.48,36.24,0.48,95.11,3.84,73.51,123.72,69.80,27.24,67.87,612,459,3
206,384.17,121.88,333.57,174.60,301.76,162.29,422.55,193.58,210.70,132.25,501.95,189.95,137.13,88.84,528.76,181.06,122.06,76.88,212.38,297.72,196.89,274.83,206.06,429.19,50.85,220.64,201.32,554.26,120.59,94.34,249.40,574.23,143.34,37.09,204.64,286.28,317.67,168.45,173.77,14.65,12.28,107.61,0.58,98.55,121.77,64.45,41.06,66.55,587,612,3
207,282.36,120.61,281.79,157.14,226.32,144.37,324.97,155.00,177.84,136.44,362.61,130.33,133.64,132.21,374.57,116.56,121.86,124.84,214.10,240.08,195.61,216.39,209.34,315.54,117.69,202.03,204.24,385.28,124.30,138.88,232.25,404.67,111.31,113.76,204.85,228.24,254.05,150.75,167.88,30.40,3.83,96.83,0.57,85.53,125.25,66.88,28.80,68.03,612,459,3
208,256.97,85.34,315.30,103.57,273.16,112.38,373.77,99.75,229.33,85.74,424.21,92.94,197.57,50.40,442.98,91.15,189.03,36.30,356.61,192.71,345.45,207.53,445.03,207.94,357.40,291.50,445.68,116.68,355.14,365.38,450.35,81.00,319.61,378.15,351.03,200.12,294.23,107.98,144.97,3.95,16.76,72.13,99.36,9.85,62.09,152.94,48.58,23.55,612,407,3
209,318.13,171.36,299.94,190.83,277.35,177.31,340.69,193.75,247.10,144.79,375.53,185.92,224.43,119.86,385.32,183.15,216.76,116.88,228.35,221.90,223.19,208.53,233.36,273.61,169.80,180.71,237.81,325.98,207.13,138.60,263.01,337.22,217.68,115.28,225.77,215.22,288.65,184.07,137.02,16.76,0.64,123.06,0.67,104.03,149.56,73.43,69.19,53.87,612,408,3
210,188.81,178.88,253.67,153.09,220.30,182.74,304.06,121.32,174.61,194.36,342.68,93.65,115.75,193.91,351.21,84.58,99.58,191.33,342.62,192.61,328.45,214.67,413.62,159.32,315.90,292.76,360.63,99.19,315.53,365.79,338.85,76.57,283.72,386.48,335.53,203.64,236.98,167.92,162.04,3.38,14.71,124.25,106.26,8.83,52.16,145.80,45.05,79.20,612,408,3
211,269.96,126.59,335.94,123.33,297.76,158.93,386.15,97.91,244.48,161.06,427.44,78.17,193.36,156.66,441.36,73.95,178.92,156.31,420.84,170.37,411.49,198.04,498.38,135.85,413.79,277.71,441.45,79.79,411.39,356.12,433.42,61.55,376.10,376.44,416.16,184.20,316.85,141.13,155.44,1.30,7.22,112.34,111.45,3.40,50.30,154.26,47.44,64.90,612,408,3
212,429.69,145.78,416.27,168.16,373.17,147.66,460.91,155.19,327.00,130.69,498.01,136.99,285.87,115.05,510.34,131.49,276.48,105.83,330.19,227.67,326.03,203.24,326.15,303.84,257.31,174.09,334.89,369.29,277.16,116.00,361.40,379.92,268.10,87.66,328.11,215.45,394.72,157.91,143.61,9.93,0.63,109.95,10.65,85.88,155.38,61.01,46.14,63.81,612,408,3
213,313.59,121.30,355.69,134.00,320.96,138.39,394.04,126.59,290.11,114.55,426.57,121.33,263.53,92.28,433.46,119.44,255.97,83.67,381.95,183.84,368.74,196.45,440.87,180.99,372.94,250.02,435.11,129.32,380.89,301.32,435.69,107.03,363.92,323.48,375.34,190.15,338.32,136.19,131.38,1.75,2.27,88.29,93.59,4.33,66.47,162.15,58.31,29.98,640,360,3
214,304.46,180.96,294.62,202.49,253.87,168.39,333.14,200.49,218.40,134.19,369.28,190.42,185.48,118.19,379.40,182.48,180.49,114.18,196.14,240.63,185.76,211.34,197.42,309.88,129.02,167.58,209.21,375.54,177.75,126.99,237.94,384.24,188.60,111.05,190.95,225.98,274.25,185.44,133.08,12.61,18.03,128.71,9.11,102.56,157.02,69.90,65.11,63.60,612,408,3
215,402.40,155.70,380.69,184.02,343.60,150.46,426.75,180.82,299.49,123.14,467.50,160.61,264.18,101.25,476.96,150.51,250.79,98.83,276.68,228.71,269.46,198.42,281.43,299.08,197.73,164.86,286.20,377.93,245.23,119.98,320.16,392.06,250.34,96.02,273.07,213.56,362.15,167.24,144.25,22.39,0.03,118.93,0.40,111.55,156.50,59.25,66.38,52.55,612,408,3
216,235.18,201.96,241.20,240.77,180.30,229.81,297.26,215.17,127.77,230.14,351.75,196.88,72.89,219.04,368.07,192.14,62.15,208.11,162.87,338.04,141.49,310.37,163.64,420.84,57.71,298.06,167.16,503.95,69.07,212.89,202.45,525.08,59.29,173.95,152.18,324.20,210.75,235.29,155.82,5.98,11.79,98.89,1.89,89.24,147.92,56.27,33.91,64.98,408,612,3
217,272.80,149.52,307.28,168.09,278.86,173.99,340.57,156.92,252.89,155.93,369.68,153.13,228.84,128.17,376.49,146.56,222.42,118.37,336.83,212.22,328.89,224.07,391.10,206.87,336.17,273.27,376.92,156.74,333.98,322.55,381.04,136.62,310.02,330.69,332.86,218.14,293.07,171.04,126.62,11.13,14.26,87.20,100.17,10.98,68.36,165.02,55.44,31.76,612,415,3
218,327.68,74.54,325.54,122.93,292.20,126.63,382.07,140.41,244.17,135.16,426.97,140.15,192.91,136.31,444.31,134.66,177.35,130.91,303.66,218.79,287.47,208.91,302.54,297.34,202.55,216.28,300.71,380.65,185.85,140.03,330.06,395.93,150.09,120.89,295.57,213.85,308.87,124.78,152.74,17.52,8.79,84.22,0.44,82.61,81.31,71.43,7.68,76.54,612,525,3
219,400.30,115.83,376.31,154.07,312.81,128.71,443.74,140.87,238.42,122.37,503.69,112.82,166.81,115.93,522.52,100.63,150.87,108.28,245.48,259.04,220.96,231.43,235.21,355.67,119.53,233.10,249.99,455.95,142.19,138.54,297.86,472.62,145.01,85.69,233.22,245.23,344.56,141.39,164.06,14.00,0.27,82.99,14.45,104.42,148.07,47.88,40.93,42.06,612,500,3
220,287.99,237.44,261.23,248.59,225.41,244.53,294.57,205.70,172.52,263.08,306.91,162.54,119.12,273.72,305.86,148.20,104.11,269.60,197.12,350.80,180.10,335.13,191.53,442.26,94.21,369.92,183.23,527.28,104.11,286.14,218.97,545.94,96.66,254.03,188.61,342.96,243.32,246.56,147.19,21.91,8.06,64.45,2.08,118.79,171.71,41.10,26.08,38.37,408,612,3
221,259.86,118.07,333.02,113.85,290.74,147.01,383.01,85.59,233.81,148.92,427.18,60.38,180.69,145.57,442.20,54.95,165.27,145.48,420.32,160.93,410.89,190.68,502.19,125.05,414.94,273.85,440.64,64.45,412.04,360.21,429.51,41.12,368.47,381.22,415.60,175.80,311.88,130.43,152.43,0.23,5.51,110.88,111.78,4.71,53.11,154.46,47.29,63.59,612,408,3
222,389.43,148.03,368.45,172.82,335.12,144.13,413.45,169.92,289.39,119.78,453.45,160.59,249.82,103.34,466.83,159.93,238.82,99.52,289.10,225.56,280.54,193.74,298.65,291.32,223.80,157.69,303.49,358.21,244.77,109.44,327.99,365.91,239.58,96.89,284.82,209.65,351.79,158.48,148.27,9.44,5.48,130.69,4.11,81.05,146.30,65.43,60.87,69.82,612,408,3
223,377.39,85.06,376.82,140.54,306.65,117.93,447.49,148.66,254.51,86.98,509.29,149.04,206.89,59.07,528.36,146.17,193.45,52.18,264.09,241.57,247.91,205.86,258.77,345.71,156.11,149.04,261.38,425.77,194.32,72.26,283.34,446.22,196.02,41.71,256.00,223.71,341.74,129.24,155.86,6.20,0.31,118.83,4.79,84.70,125.67,78.47,39.30,79.53,612,459,3
224,337.60,114.98,318.85,157.35,287.34,131.76,367.98,164.72,290.55,77.07,425.71,155.11,257.71,50.58,442.76,148.01,242.49,49.95,221.46,214.17,208.45,185.89,225.80,291.59,141.69,131.67,225.77,374.80,211.23,76.79,263.73,386.17,239.15,45.89,214.96,200.03,303.10,144.56,95.17,17.98,54.47,132.29,3.23,102.65,139.29,125.54,61.02,71.26,612,408,3
225,236.53,95.98,305.45,117.43,247.89,136.50,359.56,86.15,190.19,130.36,406.70,59.22,133.63,124.46,420.49,56.02,113.35,122.09,370.16,193.74,349.75,216.19,453.93,169.85,325.77,287.10,424.71,85.58,341.20,374.73,416.55,50.98,302.65,390.89,359.95,204.97,276.67,126.96,143.90,0.28,0.12,124.60,93.21,28.67,73.15,142.95,59.04,65.55,612,408,3
226,347.22,144.95,387.99,165.57,349.87,180.63,431.58,156.66,312.51,181.52,473.93,144.62,288.26,168.19,484.98,139.56,281.80,159.35,411.90,227.59,397.79,248.27,475.13,210.59,406.34,312.10,485.90,149.54,415.17,373.24,495.22,126.96,388.17,385.71,404.85,237.93,368.93,173.10,169.82,4.33,30.16,97.43,64.95,0.59,72.56,117.62,76.07,21.36,612,459,3
227,346.50,121.81,331.30,148.64,303.15,150.16,351.89,107.91,242.90,150.48,350.79,63.85,199.10,134.49,345.28,50.19,190.51,129.81,291.40,234.79,280.31,220.68,280.85,305.46,205.25,228.63,274.23,371.98,192.73,154.38,302.65,385.68,188.29,127.55,285.86,227.74,317.22,149.40,117.13,28.26,20.36,75.47,2.80,86.47,175.00,67.88,13.33,62.14,612,451,3
228,259.06,89.03,317.69,115.20,267.97,137.63,369.22,87.98,213.37,142.47,416.96,72.33,161.71,139.12,428.47,66.84,146.73,136.12,363.23,191.99,352.96,218.44,430.32,147.94,364.86,298.81,423.25,75.78,357.98,378.85,432.08,45.46,321.85,389.50,358.09,205.21,292.83,126.41,157.23,9.70,8.79,114.86,62.31,13.34,78.22,124.56,83.65,31.21,612,408,3
229,254.03,126.19,328.39,130.93,275.39,160.89,385.59,115.85,216.59,156.52,428.63,105.76,164.23,161.49,439.28,108.13,148.52,158.66,400.47,182.86,385.74,219.67,438.99,118.85,394.70,300.95,424.03,65.47,374.00,379.02,418.21,40.57,340.54,391.33,393.11,201.26,301.89,145.91,160.97,1.58,9.68,142.67,46.69,21.14,46.02,153.00,90.21,52.46,612,408,3
230,220.35,140.20,284.53,136.29,240.22,173.30,326.50,106.87,191.77,173.39,367.57,77.88,152.08,144.38,376.90,68.16,148.05,129.39,358.61,180.63,343.38,212.84,420.34,131.26,346.98,291.83,375.23,71.74,337.41,366.58,356.71,37.06,306.11,385.42,351.00,196.74,262.38,154.79,145.08,0.18,36.28,126.05,88.51,9.91,60.36,154.56,63.98,62.06,612,408,3
231,367.32,115.65,358.06,183.92,271.85,148.20,449.81,188.32,181.84,124.14,527.25,167.63,101.18,94.07,550.41,147.29,80.73,90.56,232.85,316.31,210.95,276.16,222.21,443.13,82.63,238.49,244.03,563.53,85.69,112.31,295.98,587.95,76.35,64.93,221.90,296.23,314.96,166.06,167.78,17.70,5.48,101.57,15.07,75.03,122.81,69.41,30.76,70.80,612,612,3
232,379.20,153.58,368.29,187.21,338.01,178.51,410.61,196.69,308.00,141.94,452.51,196.84,271.56,123.07,467.82,192.16,259.97,122.94,317.52,259.30,312.01,241.22,304.46,328.94,252.23,213.49,312.48,392.36,258.37,149.46,335.87,403.29,260.05,122.66,314.77,250.26,353.15,182.86,142.01,12.42,23.24,104.27,17.83,70.59,107.04,110.96,19.04,85.23,612,408,3
233,305.67,49.92,349.80,83.21,319.27,99.38,331.03,29.39,264.94,80.99,375.58,33.24,220.77,48.19,387.13,34.64,211.20,36.02,424.55,154.02,418.04,174.58,501.80,100.41,422.92,265.10,421.65,56.46,407.01,347.40,383.56,35.19,367.08,362.17,421.30,164.30,334.53,91.30,52.08,114.16,17.90,121.68,116.50,14.03,149.30,158.63,74.84,46.84,612,407,3
234,238.74,126.50,297.66,144.14,248.65,162.20,334.04,120.90,202.99,155.66,368.25,97.43,164.82,148.99,379.78,95.62,153.12,146.89,350.67,200.78,331.27,225.30,417.46,178.66,327.64,294.07,391.97,119.33,329.69,360.12,380.52,102.52,304.17,375.93,340.97,213.04,273.15,153.17,139.29,1.89,1.78,111.34,94.94,4.80,74.01,146.70,59.75,51.59,612,408,3
235,242.82,180.19,238.06,205.28,202.30,188.39,271.02,200.06,171.23,196.16,307.22,197.00,141.98,202.60,319.31,193.13,134.00,200.97,179.04,264.79,161.23,248.35,173.48,313.15,111.29,252.17,172.70,364.45,130.82,208.31,194.50,377.16,130.01,195.99,170.14,256.57,220.18,196.84,174.97,4.17,1.62,79.07,5.69,118.37,138.96,36.01,33.39,45.67,612,408,3
236,196.10,182.80,270.80,195.86,225.35,219.54,321.75,145.57,164.02,208.53,368.32,88.10,100.89,194.82,380.96,71.68,82.33,180.83,348.66,262.49,337.35,297.43,451.95,168.93,347.13,412.20,374.77,79.40,351.33,538.74,360.50,23.69,303.42,564.02,343.00,279.96,248.07,207.70,125.20,6.36,2.08,127.30,88.59,2.97,81.90,152.90,79.45,47.85,612,612,3
237,351.23,151.27,343.97,176.31,291.02,150.98,384.43,173.71,265.47,112.87,425.88,171.43,238.70,83.79,438.73,170.18,230.25,80.32,255.13,231.22,240.01,203.74,255.52,299.19,187.91,153.56,266.35,363.02,228.16,94.94,296.83,375.95,234.27,80.01,247.57,217.48,317.49,163.65,120.17,0.51,8.79,134.26,9.29,80.56,146.08,93.75,52.74,81.51,612,408,3
238,213.14,161.67,209.18,184.42,182.59,171.37,236.05,175.82,157.19,161.81,246.68,153.08,130.59,157.35,245.90,146.73,123.06,154.25,162.43,219.86,157.74,210.52,158.31,256.91,109.65,198.41,160.73,294.05,123.54,160.52,167.03,308.73,118.02,142.91,160.08,215.19,195.89,177.89,141.64,47.22,11.11,97.80,10.08,95.99,151.57,66.79,37.48,60.31,612,408,3
239,159.04,89.39,145.32,124.79,136.13,88.55,149.71,154.22,137.15,58.09,149.92,183.09,142.28,30.26,152.72,190.46,145.30,21.63,95.24,133.90,78.77,123.35,124.57,165.13,55.45,159.03,153.36,194.21,32.52,194.44,176.19,199.11,35.85,204.20,87.01,128.63,140.73,106.67,169.59,8.07,8.51,76.37,1.51,0.26,76.25,114.15,110.97,34.60,225,225,4
240,184.14,76.29,174.42,94.37,169.79,72.37,175.25,113.25,170.66,54.98,176.88,128.85,172.14,36.25,178.61,133.74,172.12,30.66,145.94,99.81,136.20,95.31,169.82,116.79,117.71,115.09,188.80,135.13,100.39,134.69,205.35,137.48,95.74,143.21,141.07,97.56,172.11,83.37,174.63,3.45,1.64,97.65,8.60,1.61,67.93,117.44,120.01,22.36,300,168,4
241,145.23,73.59,132.46,100.63,129.17,69.01,134.94,124.41,124.12,44.60,141.18,148.34,122.36,21.17,145.73,152.80,124.77,13.18,88.22,92.58,77.13,82.82,113.07,124.03,59.35,117.99,135.00,152.20,45.20,152.28,150.67,153.72,52.25,162.53,82.67,87.70,130.82,84.82,174.25,8.65,7.42,65.15,0.43,4.41,92.54,81.72,124.90,59.75,291,173,4
242,242.41,99.83,229.59,125.75,228.55,94.89,224.32,144.94,225.34,69.13,225.51,161.39,226.83,44.41,228.13,167.25,229.77,36.54,185.58,114.98,175.55,104.11,208.88,145.49,157.94,135.71,230.52,170.18,141.00,168.60,250.05,174.83,140.17,179.01,180.56,109.54,229.07,110.32,157.53,19.49,10.56,66.50,3.87,1.89,75.55,81.98,128.28,61.78,275,183,4
243,183.45,70.91,171.24,99.82,164.99,68.66,172.82,125.90,167.52,45.40,173.79,147.53,170.76,24.25,177.30,153.54,172.43,16.91,129.74,96.89,119.68,87.54,150.08,127.21,98.82,120.60,172.70,152.47,82.75,151.89,187.22,157.82,85.52,160.89,124.71,92.22,168.11,84.24,170.32,0.90,2.50,66.11,7.96,5.06,83.06,106.63,113.45,47.34,290,174,4
244,167.11,95.48,157.04,139.14,144.62,96.12,154.80,167.96,146.43,61.71,159.34,200.91,147.38,27.85,166.58,207.00,148.13,15.29,111.25,152.57,90.77,141.98,154.39,156.51,51.47,176.98,159.36,198.24,15.59,212.90,180.53,206.39,16.43,226.20,101.01,147.28,150.83,117.63,178.57,12.29,1.40,133.10,77.99,3.35,54.81,123.76,144.03,10.93,210,240,4
245,169.69,87.56,152.05,126.57,147.66,87.85,151.72,160.31,146.81,52.78,157.54,193.35,150.29,27.24,162.61,201.23,152.30,16.71,97.10,127.29,83.32,117.80,129.92,166.91,54.96,166.43,162.74,206.13,29.39,203.97,184.47,210.15,35.62,214.50,90.21,122.55,149.86,107.21,178.03,10.56,9.17,69.89,0.30,4.00,75.02,103.02,115.21,45.32,225,225,4
246,184.53,74.31,169.26,101.53,164.09,70.24,169.87,125.09,163.64,46.38,173.75,147.07,162.19,21.70,177.16,151.78,162.36,13.57,130.37,104.51,117.74,96.42,155.18,130.53,93.34,123.85,178.18,152.17,74.30,153.16,197.87,157.99,72.99,166.05,124.06,100.47,166.68,85.89,179.61,8.51,2.24,85.30,3.09,8.65,72.60,107.79,114.76,29.46,266,190,4
247,182.09,76.44,170.96,98.26,167.95,77.34,173.16,117.23,167.73,60.58,175.75,134.41,171.42,44.49,178.92,139.02,175.04,39.59,144.10,99.65,134.22,93.22,159.91,120.81,119.68,115.18,177.40,140.49,108.46,135.74,188.75,145.73,106.76,142.48,139.16,96.43,169.46,87.80,174.16,2.00,13.67,70.27,4.89,4.89,80.69,105.15,110.85,40.58,300,168,4
248,178.32,82.27,161.97,108.92,159.99,71.89,167.91,134.36,155.69,45.49,180.03,157.86,157.09,18.91,182.11,164.45,157.72,9.13,112.33,99.82,99.45,89.61,138.49,136.93,83.95,126.94,168.46,164.28,71.47,161.51,182.44,163.48,72.30,171.25,105.89,94.71,160.98,90.41,176.12,14.15,12.29,57.74,12.41,2.69,98.68,85.20,120.72,62.99,274,184,4
249,142.80,183.06,121.38,213.14,118.98,175.86,122.99,245.39,115.97,143.93,136.41,267.83,116.22,114.00,143.48,272.54,117.56,105.84,73.45,204.73,61.56,191.50,104.48,232.80,32.93,227.21,132.05,261.64,6.82,265.29,157.21,268.11,4.54,278.18,67.51,198.11,120.18,194.50,177.46,28.03,5.89,86.58,4.14,4.30,88.94,88.53,133.93,47.35,167,301,4
250,173.66,54.44,171.81,76.49,159.18,57.04,173.44,96.52,158.83,35.04,178.40,114.29,161.90,15.90,181.16,119.06,162.94,9.59,144.57,92.58,132.43,86.38,160.22,118.85,120.80,115.60,177.28,140.67,108.59,143.30,187.84,141.82,109.53,153.15,138.50,89.48,165.50,66.77,176.27,10.95,10.01,52.49,7.24,2.07,54.56,129.16,80.71,28.22,300,168,4
251,168.46,88.57,154.65,110.06,156.05,84.60,151.76,137.00,181.66,78.18,156.20,157.46,205.35,78.31,159.84,161.15,212.66,79.22,122.58,118.40,107.78,111.23,145.39,145.34,91.05,141.71,165.34,173.39,77.98,173.09,181.54,177.70,80.13,181.81,115.18,114.82,155.35,97.33,110.21,18.37,14.41,69.01,4.83,6.15,60.35,170.56,106.73,37.71,259,194,4
252,179.23,76.49,168.48,104.73,162.55,72.43,167.30,128.15,162.82,48.45,168.68,150.75,165.60,25.85,170.50,155.33,171.50,21.62,128.65,106.95,115.25,98.57,151.00,134.53,93.52,127.71,175.56,156.10,74.84,157.97,194.69,162.18,76.57,167.80,121.95,102.76,165.52,88.58,177.76,6.38,6.36,75.72,9.70,5.01,69.08,108.68,110.98,35.26,275,183,4
253,184.01,84.88,166.97,111.11,167.62,78.16,165.30,136.31,168.19,53.18,171.36,159.48,173.80,30.13,178.60,161.92,176.81,23.13,124.73,105.30,113.41,94.03,150.00,136.74,90.16,124.74,174.33,157.43,70.56,156.51,194.78,161.11,70.13,164.63,119.07,99.66,167.30,94.64,177.50,18.48,12.39,75.92,10.83,5.46,80.25,97.25,122.83,46.91,275,183,4
254,168.85,101.73,164.84,116.40,165.38,89.08,168.36,140.11,161.10,63.15,176.84,162.59,166.13,37.22,182.80,165.76,167.25,28.85,130.23,100.60,120.43,90.74,152.81,132.07,103.08,127.39,176.01,161.19,89.10,160.17,189.33,165.02,86.30,169.38,125.33,95.67,165.11,102.74,179.09,12.21,20.35,61.00,2.87,2.23,108.52,70.57,135.74,74.74,279,181,4
255,157.38,80.62,150.15,103.81,147.29,75.98,150.53,125.08,144.89,53.77,153.87,145.09,147.81,32.47,155.11,150.86,150.11,25.73,123.76,105.62,110.54,98.33,140.70,132.58,96.54,128.38,159.67,157.86,82.20,158.15,174.17,165.32,78.15,165.94,117.15,101.98,148.72,89.89,174.84,8.46,14.01,57.13,4.73,0.74,70.08,104.76,101.21,44.07,275,183,4
256,163.30,79.07,151.66,107.76,143.74,75.51,156.02,134.39,138.51,51.65,161.14,159.18,137.50,27.39,165.32,165.84,138.69,20.31,109.01,109.02,95.98,98.47,134.36,140.44,76.09,130.50,159.86,163.06,60.63,164.57,178.44,170.53,60.86,174.53,102.50,103.75,147.70,91.63,176.93,2.34,9.99,70.74,9.54,7.45,84.31,92.62,113.89,43.15,251,201,4
257,182.97,86.35,175.68,116.03,166.89,88.78,174.42,139.85,164.39,66.98,175.70,162.75,168.48,45.83,178.52,168.36,170.01,39.04,130.95,116.39,120.01,107.53,152.24,143.90,100.23,139.69,175.26,168.48,87.44,171.26,191.27,173.86,89.63,176.32,125.48,111.96,171.29,102.40,170.41,6.21,17.53,69.34,5.39,9.56,75.19,95.23,115.95,46.61,275,183,4
258,136.74,146.07,121.56,183.00,117.91,154.03,121.98,218.06,115.17,128.47,133.54,252.64,123.33,98.64,140.72,256.20,129.87,86.64,73.62,187.28,55.99,175.04,94.91,224.55,42.22,214.72,131.54,256.46,18.12,247.50,155.81,260.64,13.12,257.51,64.81,181.16,119.73,168.52,174.58,17.79,21.41,48.87,19.21,17.19,77.73,96.85,106.77,57.90,188,268,4
259,195.53,76.42,180.06,104.16,176.14,71.37,177.98,128.05,177.78,45.55,179.58,150.61,177.70,21.26,181.65,157.12,177.79,13.04,133.90,99.65,123.21,90.26,157.67,128.73,103.36,123.22,181.59,156.11,84.00,156.31,201.07,161.45,93.32,165.79,128.55,94.95,178.10,87.76,178.66,9.02,3.82,70.31,1.88,0.72,76.77,101.89,121.00,50.69,287,176,4
260,179.89,91.93,164.44,124.71,163.93,86.54,158.55,151.71,161.15,53.70,160.28,173.53,162.31,23.23,162.43,180.27,165.32,13.67,117.70,110.87,105.77,97.66,143.25,148.04,86.34,138.73,167.04,177.99,70.10,176.21,187.22,184.65,67.21,187.32,111.74,104.26,164.19,105.62,162.86,16.85,7.00,59.83,3.94,1.90,79.17,83.68,125.99,66.16,259,194,4
